Police Force,Easting,Northing,Casualty Severity,Vehicle Type,Date
Northumbria,392421,646628,Slight,Motorcycle over 50cc and up to 125cc,27/06/2015
Northumbria,392421,646628,Slight,Motorcycle - Unknown cc,27/06/2015
Northumbria,400614,636196,Slight,Car,28/06/2015
Northumbria,399935,653019,Serious,Car,10/07/2015
Northumbria,392584,636540,Serious,Car,17/07/2015
Northumbria,392584,636540,Slight,Car,17/07/2015
Northumbria,392584,636540,Slight,Car,17/07/2015
Northumbria,392584,636540,Slight,Car,17/07/2015
Northumbria,414717,632740,Slight,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,18/07/2015
Northumbria,397836,653605,Serious,Car,25/07/2015
Northumbria,397836,653605,Slight,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,25/07/2015
Northumbria,397836,653605,Slight,Car,25/07/2015
Northumbria,397836,653605,Slight,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,25/07/2015
Northumbria,404233,620671,Slight,Car,27/07/2015
Northumbria,407137,631730,Serious,Motorcycle over 500cc,04/08/2015
Northumbria,407137,631730,Slight,Car,04/08/2015
Northumbria,409758,633259,Serious,Pedal Cycle,11/08/2015
Northumbria,403860,621312,Slight,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,13/08/2015
Northumbria,398822,650390,Slight,Car,13/08/2015
Northumbria,387137,638945,Slight,Car,18/08/2015
Northumbria,387137,638945,Slight,Car,18/08/2015
Northumbria,403386,622305,Slight,Car,06/09/2015
Northumbria,403386,622305,Slight,Car,06/09/2015
Northumbria,403386,622305,Slight,Car,06/09/2015
Northumbria,400850,651134,Serious,Car,09/09/2015
Northumbria,411799,633566,Slight,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,19/09/2015
Northumbria,411799,633566,Slight,Car,19/09/2015
Northumbria,411799,633566,Slight,Car,19/09/2015
Northumbria,388780,638385,Slight,Car,24/09/2015
Northumbria,388780,638385,Slight,Car,24/09/2015
Northumbria,393481,637238,Serious,Pedal Cycle,30/09/2015
Northumbria,395494,651543,Slight,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,13/10/2015
Northumbria,395494,651543,Slight,Minibus (8 - 16 passenger seats),13/10/2015
Northumbria,392838,636287,Serious,Car,15/10/2015
Northumbria,392838,636287,Slight,Car,15/10/2015
Northumbria,393504,641030,Slight,Car,22/10/2015
Northumbria,422825,629336,Fatal,Motorcycle over 500cc,25/10/2015
Northumbria,422825,629336,Serious,Motorcycle over 500cc,25/10/2015
Northumbria,400391,651100,Slight,Bus or coach (17 or more passenger seats),05/11/2015
Northumbria,400069,626574,Serious,Car,19/11/2015
Northumbria,401850,629467,Slight,Car,21/11/2015
Northumbria,401850,629467,Slight,Car,21/11/2015
Northumbria,392108,639765,Slight,Car,22/11/2015
Northumbria,394729,649116,Slight,Car,11/12/2015
Northumbria,394729,649116,Slight,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,11/12/2015
Northumbria,394729,649116,Slight,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,11/12/2015
Northumbria,399899,652730,Slight,Car,12/12/2015
Northumbria,399899,652730,Slight,Car,12/12/2015
Northumbria,399899,652730,Slight,Car,12/12/2015
Northumbria,408439,638352,Slight,Car,23/12/2015
Northumbria,408439,638352,Slight,Car,23/12/2015
Northumbria,397302,651348,Slight,Car,31/12/2015
Northumbria,397698,656385,Slight,Car,07/01/2016
Northumbria,397698,656385,Slight,Car,07/01/2016
Northumbria,397698,656385,Serious,Car,07/01/2016
Northumbria,394140,630088,Slight,Car,11/01/2016
Northumbria,394140,630088,Slight,Car,11/01/2016
Northumbria,398820,650372,Slight,Car,14/01/2016
Northumbria,398820,650372,Slight,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,14/01/2016
Northumbria,414869,632071,Slight,Car,22/01/2016
Northumbria,394150,632908,Slight,Car,13/02/2016
Northumbria,415963,625290,Slight,Car,14/02/2016
Northumbria,399263,651524,Serious,Mobility Scooter,15/02/2016
Northumbria,399560,651763,Slight,Bus or coach (17 or more passenger seats),27/02/2016
Northumbria,435538,563654,Slight,Car,05/02/2015
Northumbria,436038,563044,Slight,Car,17/03/2015
Northumbria,436038,563044,Slight,Car,17/03/2015
Northumbria,435620,563602,Slight,Car,19/03/2015
Northumbria,435964,564233,Serious,Car,08/04/2015
Northumbria,436099,562787,Slight,Bus or coach (17 or more passenger seats),02/05/2015
Northumbria,435919,564566,Slight,Bus or coach (17 or more passenger seats),08/05/2015
Northumbria,435979,564057,Slight,Car,14/07/2015
Northumbria,436132,562668,Slight,Motorcycle over 500cc,18/07/2015
Northumbria,435994,564053,Slight,Car,29/07/2015
Northumbria,435991,564053,Slight,Car,09/09/2015
Northumbria,435883,564032,Slight,Car,05/11/2015
Northumbria,435905,564638,Slight,Car,07/12/2015
Northumbria,436089,564723,Slight,Car,29/12/2015
Northumbria,435957,564427,Slight,Bus or coach (17 or more passenger seats),12/02/2016
Northumbria,427390,555804,Slight,Car,08/01/2015
Northumbria,428248,554258,Slight,Car,05/02/2015
Northumbria,428248,554258,Slight,Car,05/02/2015
Northumbria,428248,554258,Slight,Car,05/02/2015
Northumbria,428053,556649,Slight,Car,07/03/2015
Northumbria,428053,556649,Slight,Car,07/03/2015
Northumbria,427312,554043,Slight,Pedal Cycle,18/03/2015
Northumbria,427267,554867,Slight,Car,17/04/2015
Northumbria,428366,554846,Fatal,Motorcycle over 500cc,02/05/2015
Northumbria,427614,554404,Slight,Car,08/05/2015
Northumbria,427200,555904,Slight,Pedal Cycle,11/05/2015
Northumbria,427280,555814,Serious,Car,05/06/2015
Northumbria,427077,555904,Slight,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,26/06/2015
Northumbria,428090,556415,Slight,Car,17/07/2015
Northumbria,428090,556415,Slight,Car,17/07/2015
Northumbria,427159,555810,Serious,Goods vehicle 7.5 tonnes mgw and over,28/08/2015
Northumbria,427190,555742,Slight,Pedal Cycle,11/09/2015
Northumbria,428401,554942,Slight,Car,26/09/2015
Northumbria,428401,554942,Slight,Car,26/09/2015
Northumbria,428401,554942,Slight,Car,26/09/2015
Northumbria,427314,553898,Serious,Goods vehicle 7.5 tonnes mgw and over,30/09/2015
Northumbria,428090,556412,Slight,Car,18/10/2015
Northumbria,428090,556412,Slight,Car,18/10/2015
Northumbria,428338,554485,Slight,Car,11/11/2015
Northumbria,428338,554485,Slight,Car,11/11/2015
Northumbria,428354,554795,Slight,Car,25/11/2015
Northumbria,428090,556412,Slight,Car,06/12/2015
Northumbria,428278,555811,Slight,Car,07/12/2015
Northumbria,427186,555614,Slight,Bus or coach (17 or more passenger seats),08/12/2015
Northumbria,427195,556002,Slight,Car,09/12/2015
Northumbria,428398,556279,Slight,Car,14/12/2015
Northumbria,428278,555820,Slight,Car,20/12/2015
Northumbria,427379,555818,Slight,Car,25/12/2015
Northumbria,427379,555818,Slight,Car,25/12/2015
Northumbria,428090,556415,Slight,Car,08/01/2016
Northumbria,428107,556384,Slight,Car,14/01/2016
Northumbria,427312,553969,Slight,Car,13/02/2016
Northumbria,427314,553882,Slight,Car,14/02/2016
Northumbria,421078,567619,Slight,Car,03/01/2015
Northumbria,421593,567059,Serious,Bus or coach (17 or more passenger seats),11/01/2015
Northumbria,421317,566712,Slight,Car,13/01/2015
Northumbria,421317,566712,Slight,Car,13/01/2015
Northumbria,421317,566712,Slight,Car,13/01/2015
Northumbria,420997,566633,Slight,Car,02/02/2015
Northumbria,422580,565599,Slight,Car,03/02/2015
Northumbria,422580,565599,Slight,Car,03/02/2015
Northumbria,420892,566355,Slight,Car,03/02/2015
Northumbria,421897,566640,Slight,Car,23/02/2015
Northumbria,421921,566167,Slight,Car,27/02/2015
Northumbria,421921,566167,Slight,Car,27/02/2015
Northumbria,421921,566167,Slight,Car,27/02/2015
Northumbria,420968,566496,Slight,Car,06/03/2015
Northumbria,422038,566209,Slight,Car,24/03/2015
Northumbria,422038,566209,Serious,Pedal Cycle,24/03/2015
Northumbria,421358,567508,Slight,Car,23/04/2015
Northumbria,421624,565667,Slight,Car,29/04/2015
Northumbria,421624,565667,Slight,Car,29/04/2015
Northumbria,421370,565845,Slight,Car,02/05/2015
Northumbria,421588,567058,Slight,Car,07/05/2015
Northumbria,421588,567058,Slight,Car,07/05/2015
Northumbria,421604,567039,Slight,Car,09/07/2015
Northumbria,421621,565669,Slight,Car,10/08/2015
Northumbria,420866,567279,Slight,Car,25/08/2015
Northumbria,421994,566173,Slight,Car,29/08/2015
Northumbria,422063,566256,Slight,Car,01/10/2015
Northumbria,421975,566167,Slight,Car,07/10/2015
Northumbria,422029,566203,Slight,Motorcycle over 500cc,08/10/2015
Northumbria,421380,567557,Slight,Car,21/10/2015
Northumbria,421425,567434,Slight,Motorcycle over 500cc,24/10/2015
Northumbria,421767,566731,Slight,Car,27/10/2015
Northumbria,421767,566731,Slight,Car,27/10/2015
Northumbria,421246,566207,Slight,Car,05/11/2015
Northumbria,421246,566207,Slight,Car,05/11/2015
Northumbria,421759,566742,Slight,Pedal Cycle,19/11/2015
Northumbria,421603,567039,Serious,Pedal Cycle,25/11/2015
Northumbria,420738,567090,Slight,Car,11/12/2015
Northumbria,420738,567090,Slight,Car,11/12/2015
Northumbria,420738,567090,Slight,Car,11/12/2015
Northumbria,420738,567090,Slight,Car,11/12/2015
Northumbria,420738,567090,Slight,Car,11/12/2015
Northumbria,420738,567090,Slight,Car,11/12/2015
Northumbria,421948,566143,Slight,Pedal Cycle,22/12/2015
Northumbria,421283,566188,Slight,Motorcycle over 50cc and up to 125cc,28/02/2016
Northumbria,420076,562928,Slight,Car,20/01/2015
Northumbria,419045,563533,Slight,Motorcycle over 500cc,28/01/2015
Northumbria,419730,562384,Slight,Car,01/02/2015
Northumbria,420217,563099,Slight,Car,09/02/2015
Northumbria,418415,563370,Slight,Pedal Cycle,13/02/2015
Northumbria,418153,562990,Slight,Car,23/02/2015
Northumbria,420267,563119,Slight,Car,20/03/2015
Northumbria,418414,563373,Slight,Car,30/05/2015
Northumbria,418414,563373,Slight,Car,30/05/2015
Northumbria,419726,562890,Slight,Motorcycle over 50cc and up to 125cc,03/06/2015
Northumbria,418333,562444,Slight,Car,09/06/2015
Northumbria,420129,562963,Slight,Pedal Cycle,15/07/2015
Northumbria,420294,563104,Slight,Motorcycle over 500cc,17/07/2015
Northumbria,419445,563948,Slight,Car,20/07/2015
Northumbria,419198,563530,Slight,Car,24/07/2015
Northumbria,419198,563530,Slight,Car,24/07/2015
Northumbria,419198,563530,Slight,Car,24/07/2015
Northumbria,419198,563530,Slight,Goods vehicle 7.5 tonnes mgw and over,24/07/2015
Northumbria,419853,562504,Slight,Car,25/07/2015
Northumbria,418425,563494,Slight,Car,27/07/2015
Northumbria,418425,563494,Slight,Car,27/07/2015
Northumbria,419821,563503,Slight,Car,27/07/2015
Northumbria,419810,563513,Slight,Car,30/07/2015
Northumbria,419743,562386,Slight,Car,07/08/2015
Northumbria,419928,563581,Slight,Car,14/08/2015
Northumbria,419928,563581,Slight,Car,14/08/2015
Northumbria,419510,562640,Slight,Car,16/08/2015
Northumbria,419510,562640,Slight,Car,16/08/2015
Northumbria,419510,562640,Slight,Car,16/08/2015
Northumbria,419715,562394,Slight,Car,06/09/2015
Northumbria,419715,562394,Slight,Car,06/09/2015
Northumbria,418795,563501,Slight,Car,05/10/2015
Northumbria,419096,563533,Slight,Car,10/11/2015
Northumbria,418846,563486,Slight,Car,11/11/2015
Northumbria,419642,563513,Slight,Car,29/11/2015
Northumbria,419762,562866,Slight,Car,07/12/2015
Northumbria,419762,562866,Slight,Car,07/12/2015
Northumbria,419762,562866,Slight,Car,07/12/2015
Northumbria,419762,562866,Slight,Car,07/12/2015
Northumbria,419297,563524,Slight,Car,21/12/2015
Northumbria,418775,563337,Slight,Car,22/12/2015
Northumbria,417936,562546,Slight,Motorcycle over 50cc and up to 125cc,29/12/2015
Northumbria,419004,562844,Fatal,Car,26/01/2016
Northumbria,420217,562493,Slight,Car,03/02/2016
Northumbria,420236,563129,Slight,Car,10/02/2016
Northumbria,419733,562381,Slight,Car,11/02/2016
Northumbria,418999,563531,Slight,Car,17/02/2016
Northumbria,418999,563531,Slight,Car,17/02/2016
Northumbria,418942,563704,Slight,Pedal Cycle,25/02/2016
Northumbria,429961,581447,Slight,Car,01/01/2015
Northumbria,434121,575791,Slight,Car,03/01/2015
Northumbria,428049,580040,Slight,Car,05/01/2015
Northumbria,428049,580040,Slight,Car,05/01/2015
Northumbria,428049,580040,Slight,Car,05/01/2015
Northumbria,428049,580040,Slight,Car,05/01/2015
Northumbria,430763,580600,Slight,Car,08/01/2015
Northumbria,428536,580923,Slight,Car,08/01/2015
Northumbria,432864,577045,Slight,Car,09/01/2015
Northumbria,426343,575675,Serious,Pedal Cycle,12/01/2015
Northumbria,430868,579097,Slight,Car,12/01/2015
Northumbria,424445,579220,Slight,Car,14/01/2015
Northumbria,427021,574550,Slight,Car,17/01/2015
Northumbria,428398,581582,Slight,Taxi/Private hire car,21/01/2015
Northumbria,424381,577251,Slight,Pedal Cycle,21/01/2015
Northumbria,424378,577260,Slight,Car,25/01/2015
Northumbria,431349,581489,Slight,Car,31/01/2015
Northumbria,427019,577147,Slight,Pedal Cycle,03/02/2015
Northumbria,426787,579213,Slight,Car,06/02/2015
Northumbria,430524,580819,Slight,Car,07/02/2015
Northumbria,428446,581621,Slight,Car,09/02/2015
Northumbria,426636,576976,Slight,Car,12/02/2015
Northumbria,429045,575921,Slight,Car,16/02/2015
Northumbria,426980,574579,Slight,Car,16/02/2015
Northumbria,428508,574243,Slight,Bus or coach (17 or more passenger seats),19/02/2015
Northumbria,425847,577271,Slight,Car,26/02/2015
Northumbria,424776,577202,Slight,Pedal Cycle,03/03/2015
Northumbria,424293,577238,Slight,Car,04/03/2015
Northumbria,430448,581438,Slight,Bus or coach (17 or more passenger seats),04/03/2015
Northumbria,430178,575078,Slight,Bus or coach (17 or more passenger seats),10/03/2015
Northumbria,430178,575078,Slight,Bus or coach (17 or more passenger seats),10/03/2015
Northumbria,429865,581452,Slight,Car,11/03/2015
Northumbria,431427,579311,Slight,Car,12/03/2015
Northumbria,431427,579311,Slight,Car,12/03/2015
Northumbria,431427,579311,Slight,Car,12/03/2015
Northumbria,427861,578999,Slight,Car,16/03/2015
Northumbria,427861,578999,Slight,Car,16/03/2015
Northumbria,427279,575411,Slight,Car,28/03/2015
Northumbria,427279,575411,Slight,Car,28/03/2015
Northumbria,430022,579713,Slight,Pedal Cycle,30/03/2015
Northumbria,431858,579554,Slight,Car,31/03/2015
Northumbria,427075,574631,Slight,Car,01/04/2015
Northumbria,425938,578757,Slight,Car,01/04/2015
Northumbria,426993,578257,Slight,Pedal Cycle,01/04/2015
Northumbria,428432,581308,Serious,Motorcycle over 50cc and up to 125cc,07/04/2015
Northumbria,423890,575900,Slight,Pedal Cycle,08/04/2015
Northumbria,427671,577970,Slight,Car,10/04/2015
Northumbria,427671,577970,Slight,Car,10/04/2015
Northumbria,430353,578803,Slight,Car,10/04/2015
Northumbria,426190,574720,Slight,Car,10/04/2015
Northumbria,426190,574720,Slight,Car,10/04/2015
Northumbria,430633,581597,Slight,Pedal Cycle,13/04/2015
Northumbria,430840,575341,Slight,Pedal Cycle,17/04/2015
Northumbria,426962,574676,Slight,Car,17/04/2015
Northumbria,425883,578032,Slight,Car,17/04/2015
Northumbria,430587,581964,Slight,Car,20/04/2015
Northumbria,430587,581964,Slight,Car,20/04/2015
Northumbria,427871,579038,Slight,Pedal Cycle,22/04/2015
Northumbria,429983,581390,Slight,Motorcycle over 50cc and up to 125cc,24/04/2015
Northumbria,428877,576255,Slight,Car,26/04/2015
Northumbria,430700,581600,Slight,Pedal Cycle,28/04/2015
Northumbria,432059,579128,Slight,Car,29/04/2015
Northumbria,432059,579128,Slight,Car,29/04/2015
Northumbria,432059,579128,Slight,Car,29/04/2015
Northumbria,429920,581946,Slight,Motorcycle over 50cc and up to 125cc,01/05/2015
Northumbria,428202,578458,Slight,Car,01/05/2015
Northumbria,425882,577056,Slight,Car,02/05/2015
Northumbria,425882,577056,Slight,Car,02/05/2015
Northumbria,426791,577190,Serious,Car,03/05/2015
Northumbria,430352,581836,Slight,Pedal Cycle,04/05/2015
Northumbria,431850,579519,Slight,Motorcycle over 50cc and up to 125cc,05/05/2015
Northumbria,427654,578229,Slight,Car,06/05/2015
Northumbria,427654,578229,Slight,Car,06/05/2015
Northumbria,433263,576948,Slight,Car,07/05/2015
Northumbria,426009,576769,Slight,Car,11/05/2015
Northumbria,426501,576843,Slight,Bus or coach (17 or more passenger seats),11/05/2015
Northumbria,430526,582047,Slight,Car,13/05/2015
Northumbria,431173,581809,Slight,Car,15/05/2015
Northumbria,428682,581711,Slight,Car,26/05/2015
Northumbria,427902,579009,Slight,Car,26/05/2015
Northumbria,427902,579009,Slight,Car,26/05/2015
Northumbria,429209,576588,Slight,Car,28/05/2015
Northumbria,430895,581080,Slight,Car,02/06/2015
Northumbria,430895,581080,Serious,Car,02/06/2015
Northumbria,431291,581534,Slight,Car,10/06/2015
Northumbria,429671,581906,Slight,Car,12/06/2015
Northumbria,429671,581906,Slight,Car,12/06/2015
Northumbria,429671,581906,Slight,Car,12/06/2015
Northumbria,427150,574561,Slight,Car,14/06/2015
Northumbria,430972,581076,Slight,Car,15/06/2015
Northumbria,430972,581076,Slight,Car,15/06/2015
Northumbria,430972,581076,Slight,Car,15/06/2015
Northumbria,427870,579005,Slight,Car,18/06/2015
Northumbria,427870,579005,Slight,Car,18/06/2015
Northumbria,430352,578804,Slight,Car,24/06/2015
Northumbria,430352,578804,Slight,Car,24/06/2015
Northumbria,425876,577066,Slight,Car,27/06/2015
Northumbria,425876,577066,Slight,Car,27/06/2015
Northumbria,425876,577066,Slight,Car,27/06/2015
Northumbria,425876,577066,Slight,Car,27/06/2015
Northumbria,426830,578109,Slight,Car,27/06/2015
Northumbria,427905,579002,Slight,Car,02/07/2015
Northumbria,427905,579002,Slight,Car,02/07/2015
Northumbria,427905,579002,Slight,Car,02/07/2015
Northumbria,427905,579002,Slight,Car,02/07/2015
Northumbria,427334,575450,Slight,Car,03/07/2015
Northumbria,427905,579002,Slight,Car,03/07/2015
Northumbria,424367,577205,Serious,Pedal Cycle,03/07/2015
Northumbria,427526,578351,Slight,Bus or coach (17 or more passenger seats),06/07/2015
Northumbria,428488,581203,Slight,Car,09/07/2015
Northumbria,425337,576979,Slight,Car,09/07/2015
Northumbria,428461,581606,Serious,Car,10/07/2015
Northumbria,424743,577198,Slight,Car,13/07/2015
Northumbria,427905,579665,Slight,Car,13/07/2015
Northumbria,427905,579665,Slight,Car,13/07/2015
Northumbria,427905,579665,Slight,Car,13/07/2015
Northumbria,427905,579665,Slight,Car,13/07/2015
Northumbria,426968,576781,Slight,Pedal Cycle,14/07/2015
Northumbria,431597,581116,Slight,Car,26/07/2015
Northumbria,428239,578509,Slight,Car,26/07/2015
Northumbria,428239,578509,Slight,Car,26/07/2015
Northumbria,424834,577713,Slight,Car,28/07/2015
